what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1319386208283
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1319386209756
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1319386216466
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319386257825
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319386403717
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1319386403729
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Terminate",1319386403807
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1319386406155
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1319386667458
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319386792708
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319386796797
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319386802757
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319386802901
error,log,,,"Unhandled event loop exception",1319386817430
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319386820011
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319386820148
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319386824927
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319386825054
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1319386827370
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1319386875894
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.perspectives.showPerspective",1319386875929
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1319386875929
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1319386916837
